ENSG00000136754	ABI1	10006
ENSG00000111252	SH2B3	10019
ENSG00000140937	CDH11	1009
ENSG00000127914	AKAP9	10142
ENSG00000183722	LHFP	10186
ENSG00000135446	CDK4	1019
ENSG00000105810	CDK6	1021
ENSG00000205927	OLIG2	10215
ENSG00000171723	GPHN	10243
ENSG00000070404	FSTL3	10272
ENSG00000147889	CDKN2A	1029
ENSG00000123080	CDKN2C	1031
ENSG00000185811	IKZF1	10320
ENSG00000114354	TFG	10342
ENSG00000104419	NDRG1	10397
ENSG00000165556	CDX2	1045
ENSG00000140396	NCOA2	10499
ENSG00000245848	CEBPA	1050
ENSG00000157765	SLC34A2	10568
ENSG00000101972	STAG2	10735
ENSG00000184640	SEPT9	10801
ENSG00000261843	SEPT9	10801
ENSG00000172175	MALT1	10892
ENSG00000213190	MLLT11	10962
ENSG00000172409	CLP1	10978
ENSG00000119397	CNTRL	11064
ENSG00000213066	FGFR1OP	11116
ENSG00000164985	PSIP1	11168
ENSG00000156076	WIF1	11197
ENSG00000183765	CHEK2	11200
ENSG00000128656	CHN1	1123
ENSG00000175643	RMI2	116028
ENSG00000139263	LRIG3	121227
ENSG00000141367	CLTC	1213
ENSG00000153944	MSI2	124540
ENSG00000171302	CANT1	124583
ENSG00000108821	COL1A1	1277
ENSG00000067082	KLF6	1316
ENSG00000164919	COX6C	1345
ENSG00000118260	CREB1	1385
ENSG00000005339	CREBBP	1387
ENSG00000184675	AMER1	139285
ENSG00000151532	VTI1A	143187
ENSG00000119535	CSF3R	1441
ENSG00000261652	C15orf65	145788
ENSG00000168036	CTNNB1	1499
ENSG00000114999	TTL	150465
ENSG00000083799	CYLD	1540
ENSG00000229396	DAXX	1616
ENSG00000206279	DAXX	1616
ENSG00000231617	DAXX	1616
ENSG00000204209	DAXX	1616
ENSG00000227046	DAXX	1616
ENSG00000206206	DAXX	1616
ENSG00000134574	DDB2	1643
ENSG00000175197	DDIT3	1649
ENSG00000263077	DDX5	1655
ENSG00000108654	DDX5	1655
ENSG00000110367	DDX6	1656
ENSG00000269612	DDX6	1656
ENSG00000178105	DDX10	1662
ENSG00000126746	ZNF384	171017
ENSG00000171456	ASXL1	171023
ENSG00000079805	DNM2	1785
ENSG00000119772	DNMT3A	1788
ENSG00000164330	EBF1	1879
ENSG00000146648	EGFR	1956
ENSG00000189079	ARID2	196528
ENSG00000156976	EIF4A2	1974
ENSG00000102034	ELF4	2000
ENSG00000158711	ELK4	2005
ENSG00000049540	ELN	2006
ENSG00000262184	ELN	2006
ENSG00000154803	FLCN	201163
ENSG00000100393	EP300	2033
ENSG00000085832	EPS15	2060
ENSG00000141736	ERBB2	2064
ENSG00000104884	ERCC2	2068
ENSG00000142208	AKT1	207
ENSG00000163161	ERCC3	2071
ENSG00000175595	ERCC4	2072
ENSG00000134899	ERCC5	2073
ENSG00000157554	ERG	2078
ENSG00000105221	AKT2	208
ENSG00000006468	ETV1	2115
ENSG00000175832	ETV4	2118
ENSG00000244405	ETV5	2119
ENSG00000139083	ETV6	2120
ENSG00000085276	MECOM	2122
ENSG00000182944	EWSR1	2130
ENSG00000182197	EXT1	2131
ENSG00000151348	EXT2	2132
ENSG00000106462	EZH2	2146
ENSG00000111275	ALDH2	217
ENSG00000187741	FANCA	2175
ENSG00000158169	FANCC	2176
ENSG00000144554	FANCD2	2177
ENSG00000112039	FANCE	2178
ENSG00000123983	ACSL3	2181
ENSG00000183161	FANCF	2188
ENSG00000221829	FANCG	2189
ENSG00000072694	FCGR2B	2213
ENSG00000153814	JAZF1	221895
ENSG00000077782	FGFR1	2260
ENSG00000068078	FGFR3	2261
ENSG00000066468	FGFR2	2263
ENSG00000091483	FH	2271
ENSG00000262683	FHIT	2272
ENSG00000189283	FHIT	2272
ENSG00000260155	DUX4L7	22947
ENSG00000261755	DUX4L6	22947
ENSG00000260376	DUX4L5	22947
ENSG00000261784	DUX4L7	22947
ENSG00000260129	DUX4L3	22947
ENSG00000261201	DUX4L2	22947
ENSG00000260596	DUX4	22947
ENSG00000258755	DUX4L7	22947
ENSG00000258697	DUX4L6	22947
ENSG00000259063	DUX4L5	22947
ENSG00000258389	DUX4	22947
ENSG00000259034	DUX4L3	22947
ENSG00000259128	DUX4L2	22947
ENSG00000076685	NT5C2	22978
ENSG00000187239	FNBP1	23048
ENSG00000150907	FOXO1	2308
ENSG00000082805	ERC1	23085
ENSG00000118689	FOXO3	2309
ENSG00000145819	ARHGAP26	23092
ENSG00000151702	FLI1	2313
ENSG00000079432	CIC	23152
ENSG00000125354	SEPT6	23157
ENSG00000122025	FLT3	2322
ENSG00000171735	CAMTA1	23261
ENSG00000164398	ACSL6	23305
ENSG00000196914	ARHGEF12	23365
ENSG00000105662	CRTC1	23373
ENSG00000100697	DICER1	23405
ENSG00000115524	SF3B1	23451
ENSG00000164683	HEY1	23462
ENSG00000141867	BRD4	23476
ENSG00000178691	SUZ12	23512
ENSG00000156650	KAT6B	23522
ENSG00000100105	PATZ1	23598
ENSG00000142273	CBLC	23624
ENSG00000171094	ALK	238
ENSG00000097007	ABL1	25
ENSG00000089280	FUS	2521
ENSG00000119537	KDSR	2531
ENSG00000184507	NUTM1	256646
ENSG00000128513	POT1	25913
ENSG00000198795	ZNF521	25925
ENSG00000018408	WWTR1	25937
ENSG00000184402	SS18L1	26039
ENSG00000152217	SETBP1	26040
ENSG00000102145	GATA1	2623
ENSG00000267841	GATA1	2623
ENSG00000179348	GATA2	2624
ENSG00000107485	GATA3	2625
ENSG00000109220	CHIC2	26511
ENSG00000143322	ABL2	27
ENSG00000187621	TCL6	27004
ENSG00000114861	FOXP1	27086
ENSG00000072364	AFF4	27125
ENSG00000147257	GPC3	2719
ENSG00000143924	EML4	27436
ENSG00000088256	GNA11	2767
ENSG00000156052	GNAQ	2776
ENSG00000087460	GNAS	2778
ENSG00000179362	HMGN2P46	283651
ENSG00000182162	P2RY8	286530
ENSG00000181555	SETD2	29072
ENSG00000120217	CD274	29126
ENSG00000116062	MSH6	2956
ENSG00000105619	TFPT	29844
ENSG00000271203	TFPT	29844
ENSG00000272560	TFPT	29844
ENSG00000273031	TFPT	29844
ENSG00000273430	TFPT	29844
ENSG00000273417	TFPT	29844
ENSG00000272680	TFPT	29844
ENSG00000273458	TFPT	29844
ENSG00000272722	TFPT	29844
ENSG00000273037	TFPT	29844
ENSG00000164438	TLX3	30012
ENSG00000132475	H3F3B	3020
ENSG00000163041	H3F3A	3020
ENSG00000132475	H3F3B	3021
ENSG00000163041	H3F3A	3021
ENSG00000127946	HIP1	3092
ENSG00000263334	HIP1	3092
ENSG00000130675	MNX1	3110
ENSG00000108924	HLF	3131
ENSG00000137309	HMGA1	3159
ENSG00000129514	FOXA1	3169
ENSG00000122566	HNRNPA2B1	3181
ENSG00000107807	TLX1	3195
ENSG00000078399	HOXA9	3205
ENSG00000005073	HOXA11	3207
ENSG00000106031	HOXA13	3209
ENSG00000123388	HOXC11	3227
ENSG00000123364	HOXC13	3229
ENSG00000128713	HOXD11	3237
ENSG00000128714	HOXD13	3239
ENSG00000134982	APC	324
ENSG00000174775	HRAS	3265
ENSG00000023445	BIRC3	330
ENSG00000080824	HSP90AA1	3320
ENSG00000096384	HSP90AB1	3326
ENSG00000138413	IDH1	3417
ENSG00000182054	IDH2	3418
ENSG00000203734	ECT2L	345930
ENSG00000026103	FAS	355
ENSG00000109471	IL2	3558
ENSG00000134352	IL6ST	3572
ENSG00000168685	IL7R	3575
ENSG00000137265	IRF4	3662
ENSG00000113263	ITK	3702
ENSG00000162434	JAK1	3716
ENSG00000096968	JAK2	3717
ENSG00000105639	JAK3	3718
ENSG00000177606	JUN	3725
ENSG00000120457	KCNJ5	3762
ENSG00000251562	MALAT1	378938
ENSG00000128052	KDR	3791
ENSG00000170759	KIF5B	3799
ENSG00000157404	KIT	3815
ENSG00000167751	KLK2	3817
ENSG00000133703	KRAS	3845
ENSG00000126777	KTN1	3895
ENSG00000144218	AFF3	3899
ENSG00000002834	LASP1	3927
ENSG00000182866	LCK	3932
ENSG00000136167	LCP1	3936
ENSG00000113594	LIFR	3977
ENSG00000168421	RHOH	399
ENSG00000166407	LMO1	4004
ENSG00000135363	LMO2	4005
ENSG00000145012	LPP	4026
ENSG00000143437	ARNT	405
ENSG00000104903	LYL1	4066
ENSG00000141646	SMAD4	4089
ENSG00000178573	MAF	4094
ENSG00000125952	MAX	4149
ENSG00000135679	MDM2	4193
ENSG00000198625	MDM4	4194
ENSG00000133895	MEN1	4221
ENSG00000105976	MET	4233
ENSG00000179583	CIITA	4261
ENSG00000187098	MITF	4286
ENSG00000178053	MLF1	4291
ENSG00000076242	MLH1	4292
ENSG00000118058	KMT2A	4297
ENSG00000267910	KMT2A	4297
ENSG00000130382	MLLT1	4298
ENSG00000172493	AFF1	4299
ENSG00000171843	MLLT3	4300
ENSG00000130396	MLLT4	4301
ENSG00000108292	MLLT6	4302
ENSG00000184481	FOXO4	4303
ENSG00000169184	MN1	4330
ENSG00000117400	MPL	4352
ENSG00000095002	MSH2	4436
ENSG00000147065	MSN	4478
ENSG00000214827	MTCP1	4515
ENSG00000268700	MTCP1	4515
ENSG00000185499	MUC1	4582
ENSG00000132781	MUTYH	4595
ENSG00000118513	MYB	4602
ENSG00000136997	MYC	4609
ENSG00000116990	MYCL	4610
ENSG00000134323	MYCN	4613
ENSG00000172936	MYD88	4615
ENSG00000100345	MYH9	4627
ENSG00000133392	MYH11	4629
ENSG00000123268	ATF1	466
ENSG00000196531	NACA	4666
ENSG00000104320	NBN	4683
ENSG00000138363	ATIC	471
ENSG00000149311	ATM	472
ENSG00000163399	ATP1A1	476
ENSG00000196712	NF1	4763
ENSG00000186575	NF2	4771
ENSG00000116044	NFE2L2	4780
ENSG00000147862	NFIB	4781
ENSG00000077150	NFKB2	4791
ENSG00000147140	NONO	4841
ENSG00000088038	CNOT3	4849
ENSG00000270262	CNOT3	4849
ENSG00000272883	CNOT3	4849
ENSG00000273202	CNOT3	4849
ENSG00000273159	CNOT3	4849
ENSG00000273459	CNOT3	4849
ENSG00000273223	CNOT3	4849
ENSG00000262369	CNOT3	4849
ENSG00000273273	CNOT3	4849
ENSG00000148400	NOTCH1	4851
ENSG00000134250	NOTCH2	4853
ENSG00000266766	AL512503.1	4853
ENSG00000181163	NPM1	4869
ENSG00000213281	NRAS	4893
ENSG00000198400	NTRK1	4914
ENSG00000140538	NTRK3	4916
ENSG00000067842	ATP2B3	492
ENSG00000263148	ATP2B3	492
ENSG00000137497	NUMA1	4926
ENSG00000110713	NUP98	4928
ENSG00000127083	OMD	4958
ENSG00000168092	PAFAH1B2	5049
ENSG00000103522	IL21R	50615
ENSG00000135903	PAX3	5077
ENSG00000196092	PAX5	5079
ENSG00000009709	PAX7	5081
ENSG00000185630	PBX1	5087
ENSG00000078674	PCM1	5108
ENSG00000126524	SBDS	51119
ENSG00000100503	NIN	51199
ENSG00000104517	UBR5	51366
ENSG00000213672	NCKIPSD	51517
ENSG00000100311	PDGFB	5155
ENSG00000134853	PDGFRA	5156
ENSG00000113721	PDGFRB	5159
ENSG00000197323	TRIM33	51592
ENSG00000107882	SUFU	51684
ENSG00000167258	CDK12	51755
ENSG00000179094	PER1	5187
ENSG00000121879	PIK3CA	5290
ENSG00000137193	PIM1	5292
ENSG00000145675	PIK3R1	5295
ENSG00000181690	PLAG1	5324
ENSG00000119866	BCL11A	53335
ENSG00000140464	PML	5371
ENSG00000064933	PMS1	5378
ENSG00000122512	PMS2	5395
ENSG00000116132	PRRX1	5396
ENSG00000184702	SEPT5	5413
ENSG00000110777	POU2AF1	5450
ENSG00000085224	ATRX	546
ENSG00000268946	ATRX	546
ENSG00000233911	POU5F1	5460
ENSG00000229094	POU5F1	5460
ENSG00000206454	POU5F1	5460
ENSG00000230336	POU5F1	5460
ENSG00000237582	POU5F1	5460
ENSG00000235068	POU5F1	5460
ENSG00000204531	POU5F1	5460
ENSG00000132170	PPARG	5468
ENSG00000163497	FEV	54738
ENSG00000168769	TET2	54790
ENSG00000183508	FAM46C	54855
ENSG00000183337	BCOR	54880
ENSG00000108375	RNF43	54894
ENSG00000147548	WHSC1L1	54904
ENSG00000256591	RP11-286N22.8	54949
ENSG00000167985	SDHAF2	54949
ENSG00000105568	PPP2R1A	5518
ENSG00000163939	PBRM1	55193
ENSG00000109670	FBXW7	55294
ENSG00000130844	ZNF331	55422
ENSG00000143294	PRCC	5546
ENSG00000180644	PRF1	5551
ENSG00000108946	PRKAR1A	5573
ENSG00000169032	MAP2K1	5604
ENSG00000126934	MAP2K2	5605
ENSG00000144476	ACKR3	57007
ENSG00000137812	CASC5	57082
ENSG00000047932	GOPC	57120
ENSG00000185920	PTCH1	5727
ENSG00000171862	PTEN	5728
ENSG00000196588	MKL1	57591
ENSG00000122778	KIAA1549	57670
ENSG00000173821	RNF213	57674
ENSG00000179295	PTPN11	5781
ENSG00000100814	CCNB1IP1	57820
ENSG00000262418	PTPRC	5788
ENSG00000081237	PTPRC	5788
ENSG00000055609	KMT2C	58508
ENSG00000136238	RAC1	5879
ENSG00000164754	RAD21	5885
ENSG00000182185	RAD51B	5890
ENSG00000132155	RAF1	5894
ENSG00000160271	RALGDS	5900
ENSG00000138698	RAP1GDS1	5910
ENSG00000131759	RARA	5914
ENSG00000139687	RB1	5925
ENSG00000073614	KDM5A	5927
ENSG00000110092	CCND1	595
ENSG00000171791	BCL2	596
ENSG00000162924	REL	5966
ENSG00000165731	RET	5979
ENSG00000215641	TRIM27	5987
ENSG00000234495	TRIM27	5987
ENSG00000204713	TRIM27	5987
ENSG00000237462	TRIM27	5987
ENSG00000233948	TRIM27	5987
ENSG00000229006	TRIM27	5987
ENSG00000237071	TRIM27	5987
ENSG00000069399	BCL3	602
ENSG00000113916	BCL6	604
ENSG00000110987	BCL7A	605
ENSG00000116128	BCL9	607
ENSG00000266095	BCL9	607
ENSG00000048462	TNFRSF17	608
ENSG00000047936	ROS1	6098
ENSG00000122406	RPL5	6125
ENSG00000186716	BCR	613
ENSG00000147403	RPL10	6134
ENSG00000268963	RPL10	6134
ENSG00000116251	RPL22	6146
ENSG00000163902	RPN1	6184
ENSG00000124145	SDC4	6385
ENSG00000057657	PRDM1	639
ENSG00000117118	SDHB	6390
ENSG00000143252	SDHC	6391
ENSG00000204370	SDHD	6392
ENSG00000142611	PRDM16	63976
ENSG00000197299	BLM	641
ENSG00000205755	CRLF2	64109
ENSG00000065559	MAP2K4	6416
ENSG00000119335	SET	6418
ENSG00000116560	SFPQ	6421
ENSG00000161547	SRSF2	6427
ENSG00000112081	SRSF3	6428
ENSG00000165671	NSD1	64324
ENSG00000141985	SH3GL1	6455
ENSG00000182158	CREB3L2	64764
ENSG00000162775	RBM15	64783
ENSG00000140577	CRTC3	64784
ENSG00000204764	RANBP17	64901
ENSG00000123473	STIL	6491
ENSG00000127152	BCL11B	64919
ENSG00000107779	BMPR1A	657
ENSG00000127616	SMARCA4	6597
ENSG00000099956	SMARCB1	6598
ENSG00000073584	SMARCE1	6605
ENSG00000128602	SMO	6608
ENSG00000181449	SOX2	6657
ENSG00000183770	FOXL2	668
ENSG00000012048	BRCA1	672
ENSG00000157764	BRAF	673
ENSG00000139618	BRCA2	675
ENSG00000126752	SSX1	6756
ENSG00000268546	SSX1	6756
ENSG00000241476	SSX2	6757
ENSG00000157950	SSX2B	6757
ENSG00000267864	SSX2	6757
ENSG00000268447	SSX2	6757
ENSG00000204645	SSX4	6759
ENSG00000198946	SSX4B	6759
ENSG00000268009	SSX4	6759
ENSG00000269791	SSX4	6759
ENSG00000141380	SS18	6760
ENSG00000168610	STAT3	6774
ENSG00000173757	STAT5B	6777
ENSG00000118046	STK11	6794
ENSG00000165025	SYK	6850
ENSG00000162367	TAL1	6886
ENSG00000186051	TAL2	6887
ENSG00000187735	TCEA1	6917
ENSG00000135100	HNF1A	6927
ENSG00000071564	TCF3	6929
ENSG00000148737	TCF7L2	6934
ENSG00000140262	TCF12	6938
ENSG00000133639	BTG1	694
ENSG00000156970	BUB1B	701
ENSG00000164362	TERT	7015
ENSG00000068323	TFE3	7030
ENSG00000269748	TFE3	7030
ENSG00000072274	TFRC	7037
ENSG00000136352	NKX2-1	7080
ENSG00000184012	TMPRSS2	7113
ENSG00000118503	TNFAIP3	7128
ENSG00000198900	TOP1	7150
ENSG00000141510	TP53	7157
ENSG00000143549	TPM3	7170
ENSG00000167460	TPM4	7171
ENSG00000047410	TPR	7175
ENSG00000165699	TSC1	7248
ENSG00000103197	TSC2	7249
ENSG00000165409	TSHR	7253
ENSG00000184923	NUTM2A	728118
ENSG00000188199	NUTM2B	729262
ENSG00000160201	U2AF1	7307
ENSG00000147050	KDM6A	7403
ENSG00000134086	VHL	7428
ENSG00000092820	EZR	7430
ENSG00000015285	WAS	7454
ENSG00000267912	WAS	7454
ENSG00000109685	WHSC1	7468
ENSG00000165392	WRN	7486
ENSG00000184937	WT1	7490
ENSG00000136936	XPA	7507
ENSG00000154767	XPC	7508
ENSG00000082898	XPO1	7514
ENSG00000108953	YWHAE	7531
ENSG00000169714	CNBP	7555
ENSG00000109906	ZBTB16	7704
ENSG00000121741	ZMYM2	7750
ENSG00000157388	CACNA1D	776
ENSG00000125618	PAX8	7849
ENSG00000169696	ASPSCR1	79058
ENSG00000124795	DEK	7913
ENSG00000170791	CHCHD7	79145
ENSG00000112561	TFEB	7942
ENSG00000236548	RP11-510H23.1	7955
ENSG00000134371	CDC73	79577
ENSG00000177565	TBL1XR1	79718
ENSG00000083093	PALB2	79728
ENSG00000083168	KAT6A	7994
ENSG00000119508	NR4A3	8013
ENSG00000169925	BRD3	8019
ENSG00000138081	FBXO11	80204
ENSG00000126883	NUP214	8021
ENSG00000078403	MLLT10	8028
ENSG00000108091	CCDC6	8030
ENSG00000163026	C2orf44	80304
ENSG00000138293	NCOA4	8031
ENSG00000266412	NCOA4	8031
ENSG00000138336	TET1	80312
ENSG00000197646	PDCD1LG2	80380
ENSG00000167548	KMT2D	8085
ENSG00000149948	HMGA2	8091
ENSG00000179218	CALR	811
ENSG00000100721	TCL1A	8115
ENSG00000172660	TAF15	8148
ENSG00000270647	TAF15	8148
ENSG00000145216	FIP1L1	81608
ENSG00000105656	ELL	8178
ENSG00000070371	CLTCL1	8218
ENSG00000269216	CLTCL1	8218
ENSG00000169249	ZRSR2	8233
ENSG00000126012	KDM5C	8242
ENSG00000269816	KDM5C	8242
ENSG00000117713	ARID1A	8289
ENSG00000183941	HIST2H4A	8294
ENSG00000182217	HIST2H4B	8294
ENSG00000198339	HIST1H4I	8294
ENSG00000197238	HIST1H4J	8294
ENSG00000197914	HIST1H4K	8294
ENSG00000198558	HIST1H4L	8294
ENSG00000196176	HIST1H4A	8294
ENSG00000124529	HIST1H4B	8294
ENSG00000197061	HIST1H4C	8294
ENSG00000188987	HIST1H4D	8294
ENSG00000198518	HIST1H4E	8294
ENSG00000198327	HIST1H4F	8294
ENSG00000158406	HIST1H4H	8294
ENSG00000197837	HIST4H4	8294
ENSG00000270882	HIST1H4A	8294
ENSG00000270276	HIST1H4A	8294
ENSG00000261023	TRRAP	8295
ENSG00000196367	TRRAP	8295
ENSG00000073921	PICALM	8301
ENSG00000103126	AXIN1	8312
ENSG00000163930	BAP1	8314
ENSG00000110619	CARS	833
ENSG00000163518	FCRL4	83417
ENSG00000136492	BRIP1	83990
ENSG00000064012	CASP8	841
ENSG00000131653	TRAF7	84231
ENSG00000156531	PHF6	84295
ENSG00000168172	HOOK3	84376
ENSG00000198286	CARD11	84433
ENSG00000184384	MAML2	84441
ENSG00000007237	GAS7	8522
ENSG00000158715	SLC45A3	85414
ENSG00000159216	RUNX1	861
ENSG00000079102	RUNX1T1	862
ENSG00000129993	CBFA2T3	863
ENSG00000084676	NCOA1	8648
ENSG00000067955	CBFB	865
ENSG00000185338	SOCS1	8651
ENSG00000110395	CBL	867
ENSG00000114423	CBLB	868
ENSG00000157873	TNFRSF14	8764
ENSG00000122779	TRIM24	8805
ENSG00000163655	GMPS	8833
ENSG00000162613	FUBP1	8880
ENSG00000142867	BCL10	8915
ENSG00000109132	PHOX2B	8929
ENSG00000118971	CCND2	894
ENSG00000112576	CCND3	896
ENSG00000105173	CCNE1	898
ENSG00000129204	USP6	9098
ENSG00000157613	CREB3L1	90993
ENSG00000029725	RABEP1	9135
ENSG00000160613	PCSK7	9159
ENSG00000128487	SPECC1	92521
ENSG00000136826	KLF4	9314
ENSG00000100815	TRIP11	9321
ENSG00000160957	RECQL4	9401
ENSG00000178104	PDE4DIP	9659
ENSG00000264708	PDE4DIP	9659
ENSG00000051108	HERPUD1	9709
ENSG00000019582	CD74	972
ENSG00000105369	CD79A	973
ENSG00000272985	CD79A	973
ENSG00000007312	CD79B	974
ENSG00000196220	SRGAP3	9901
ENSG00000204103	MAFB	9935
ENSG00000066455	GOLGA5	9950
ENSG00000054118	THRAP3	9967
ENSG00000184634	MED12	9968
ENSG00000039068	CDH1	999
